Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,liked,playlist_origin,Primary Artist,Record Label Frequency Encoded,Genres_encoded,Featured_Artist(s),Artist Centrality,mood_score,energy_profile,album_id
spotify:track:1yEkGxnVpLoT2f2yz4M3aN,Triptych: Resolve/Resist/Reimagine,We Insist 2025!,"Terri Lyne Carrington,Christie Dashiell,Ayodele Casel,Milena Casado,Devon Gates,Morgan Guerin,Simon Moullier,Matthew Stevens",2025-06-13,441146,1.0,False,"female vocalist, jazz, fusion, female drummer, drums, vocal jazz, m-base, contemporary jazz, percussion",Candid,0.524,0.357,10.0,-15.128,0.0,0.0723,0.799,0.336,0.097,0.427,119.926,,df_nmf,Terri Lyne Carrington,1.0,68.90832786184049,"['Christie Dashiell', 'Ayodele Casel', 'Milena Casado', 'Devon Gates', 'Morgan Guerin', 'Simon Moullier', 'Matthew Stevens']",1.0,36.58510105227994,52.82520841286612,terri_lyne_carrington_we_insist_2025!
spotify:track:2unUztvYcBQ5nNZ6iccd7F,Tears For Johannesburg,We Insist 2025!,"Terri Lyne Carrington,Christie Dashiell,Julian Preister,Weedie Braimah,Milena Casado,Morgan Guerin,Matthew Stevens",2025-06-13,471346,1.0,False,"female vocalist, jazz, fusion, female drummer, drums, vocal jazz, m-base, contemporary jazz, percussion",Candid,0.75,0.569,8.0,-13.833,1.0,0.0593,0.127,0.766,0.106,0.52,94.487,,df_nmf,Terri Lyne Carrington,1.0,68.90832786184049,"['Christie Dashiell', 'Julian Preister', 'Weedie Braimah', 'Milena Casado', 'Morgan Guerin', 'Matthew Stevens']",1.0,50.14447970602974,42.30793611335529,terri_lyne_carrington_we_insist_2025!
spotify:track:1xti7EV42WyMoKDoKaUSD8,Dear Abbey,We Insist 2025!,"Terri Lyne Carrington,Christie Dashiell,Tamia Elliott,Weedie Braimah",2025-06-13,170946,1.0,False,"female vocalist, jazz, fusion, female drummer, drums, vocal jazz, m-base, contemporary jazz, percussion",Candid,0.823,0.409,8.0,-16.629,0.0,0.268,0.796,0.00554,0.0987,0.93,150.154,,df_nmf,Terri Lyne Carrington,1.0,68.90832786184049,"['Christie Dashiell', 'Tamia Elliott', 'Weedie Braimah']",1.0,69.80971271087358,65.47256674094659,terri_lyne_carrington_we_insist_2025!
spotify:track:5KpCKUZAtQ47udFS7iL2GG,Freedom Day (Part 2),We Insist 2025!,"Terri Lyne Carrington,Christie Dashiell,Weedie Braimah,Milena Casado,Morgan Guerin,Simon Moullier,Matthew Stevens",2025-06-13,247146,1.0,False,"female vocalist, jazz, fusion, female drummer, drums, vocal jazz, m-base, contemporary jazz, percussion",Candid,0.581,0.43,4.0,-12.828,0.0,0.0418,0.777,2.96e-05,0.12,0.42,114.867,,df_nmf,Terri Lyne Carrington,1.0,68.90832786184049,"['Christie Dashiell', 'Weedie Braimah', 'Milena Casado', 'Morgan Guerin', 'Simon Moullier', 'Matthew Stevens']",1.0,39.6028895941206,51.644805880838454,terri_lyne_carrington_we_insist_2025!
spotify:track:4It39YNbLV7OeXPVKBgJO3,Freedom Is....,We Insist 2025!,"Terri Lyne Carrington,Christie Dashiell,Tamia Elliott,Milena Casado,Morgan Guerin,Ian Michael,Simon Moullier,Matthew Stevens,Devon Gates",2025-06-13,300013,1.0,False,"female vocalist, jazz, fusion, female drummer, drums, vocal jazz, m-base, contemporary jazz, percussion",Candid,0.562,0.459,6.0,-14.254,1.0,0.34,0.451,3.28e-05,0.158,0.706,159.978,,df_nmf,Terri Lyne Carrington,1.0,68.90832786184049,"['Christie Dashiell', 'Tamia Elliott', 'Milena Casado', 'Morgan Guerin', 'Ian Michael', 'Simon Moullier', 'Matthew Stevens', 'Devon Gates']",1.0,52.21145815934525,70.85557143744951,terri_lyne_carrington_we_insist_2025!
spotify:track:2NcbqwVilhbV77LkRwc6Xw,Joyful Noise,We Insist 2025!,"Terri Lyne Carrington,Christie Dashiell,Weedie Braimah,Milena Casado,Devon Gates,Morgan Guerin,Zacchae'us Paul,Emmett G. Price III,Matthew Stevens",2025-06-13,285026,1.0,False,"female vocalist, jazz, fusion, female drummer, drums, vocal jazz, m-base, contemporary jazz, percussion",Candid,0.649,0.333,4.0,-14.545,0.0,0.0663,0.555,0.00349,0.786,0.373,94.305,,df_nmf,Terri Lyne Carrington,1.0,68.90832786184049,"['Christie Dashiell', 'Weedie Braimah', 'Milena Casado', 'Devon Gates', 'Morgan Guerin', ""Zacchae'us Paul"", 'Emmett G. Price III', 'Matthew Stevens']",1.0,68.00317354267581,41.81134085602422,terri_lyne_carrington_we_insist_2025!
spotify:track:0AssVN4hctdisiVLvdyHlB,Full of Neon,About Ghosts,Mary Halvorson,2025-06-13,421628,1.0,False,"jazz, free jazz, avant-garde, guitar, avant-garde jazz, experimental, improvisation, avant-jazz, instrumental, usa",Nonesuch,0.378,0.562,5.0,-10.187,0.0,0.0375,0.704,0.651,0.0791,0.318,141.09,,df_nmf,Mary Halvorson,22.31958762886598,43.63811861013309,[''],1.0,25.303532654083845,64.38752807691966,mary_halvorson_about_ghosts
spotify:track:05Nt0VGCAlLW0m66mh3Tqx,Carved From,About Ghosts,Mary Halvorson,2025-06-13,328959,1.0,False,"jazz, free jazz, avant-garde, guitar, avant-garde jazz, experimental, improvisation, avant-jazz, instrumental, usa",Nonesuch,0.365,0.543,8.0,-10.046,1.0,0.0354,0.713,0.516,0.22,0.41,116.03,,df_nmf,Mary Halvorson,22.31958762886598,43.63811861013309,[''],1.0,34.39410389176549,53.42815415893534,mary_halvorson_about_ghosts
spotify:track:3iLdrRRUeH4UZ7avHhScdk,Eventidal,About Ghosts,Mary Halvorson,2025-06-13,378274,1.0,False,"jazz, free jazz, avant-garde, guitar, avant-garde jazz, experimental, improvisation, avant-jazz, instrumental, usa",Nonesuch,0.291,0.276,9.0,-17.119,1.0,0.0308,0.881,0.881,0.0851,0.092,107.976,,df_nmf,Mary Halvorson,22.31958762886598,43.63811861013309,[''],1.0,12.612284950726576,46.66303257366585,mary_halvorson_about_ghosts
spotify:track:3wAdqxCtedGUiDL8ApQFwO,Absinthian,About Ghosts,Mary Halvorson,2025-06-13,297843,1.0,False,"jazz, free jazz, avant-garde, guitar, avant-garde jazz, experimental, improvisation, avant-jazz, instrumental, usa",Nonesuch,0.4,0.739,6.0,-7.362,0.0,0.0474,0.46,0.887,0.12,0.603,120.167,,df_nmf,Mary Halvorson,22.31958762886598,43.63811861013309,[''],1.0,39.68556873225323,56.51187886751246,mary_halvorson_about_ghosts
spotify:track:5qESvLYOrxS0QyH6dxLGBe,About Ghosts,About Ghosts,Mary Halvorson,2025-06-13,312883,1.0,False,"jazz, free jazz, avant-garde, guitar, avant-garde jazz, experimental, improvisation, avant-jazz, instrumental, usa",Nonesuch,0.34,0.194,11.0,-11.703,1.0,0.0359,0.962,0.918,0.0804,0.135,121.99,,df_nmf,Mary Halvorson,22.31958762886598,43.63811861013309,[''],1.0,16.22122933021547,55.1657980947646,mary_halvorson_about_ghosts
spotify:track:7C6AstPjm7hbVFjOqEiEGW,Amaranthine,About Ghosts,Mary Halvorson,2025-06-13,448984,1.0,False,"jazz, free jazz, avant-garde, guitar, avant-garde jazz, experimental, improvisation, avant-jazz, instrumental, usa",Nonesuch,0.49,0.467,2.0,-10.669,1.0,0.0396,0.644,0.742,0.0932,0.177,122.384,,df_nmf,Mary Halvorson,22.31958762886598,43.63811861013309,[''],1.0,24.68757307499583,55.91332776973819,mary_halvorson_about_ghosts
spotify:track:0JPmkESbzxnE9ckDvfmdLD,Polyhedral,About Ghosts,Mary Halvorson,2025-06-13,134230,1.0,False,"jazz, free jazz, avant-garde, guitar, avant-garde jazz, experimental, improvisation, avant-jazz, instrumental, usa",Nonesuch,0.439,0.497,7.0,-10.929,1.0,0.0416,0.749,0.798,0.257,0.362,130.509,,df_nmf,Mary Halvorson,22.31958762886598,43.63811861013309,[''],1.0,36.99849674294304,59.38290259861324,mary_halvorson_about_ghosts
spotify:track:2GViuCMQmvXoN9r2W7OmZC,Endmost,About Ghosts,Mary Halvorson,2025-06-13,330182,1.0,False,"jazz, free jazz, avant-garde, guitar, avant-garde jazz, experimental, improvisation, avant-jazz, instrumental, usa",Nonesuch,0.327,0.456,5.0,-12.257,0.0,0.0379,0.644,0.931,0.127,0.194,110.303,,df_nmf,Mary Halvorson,22.31958762886598,43.63811861013309,[''],1.0,20.049273425755807,49.90144890222573,mary_halvorson_about_ghosts
spotify:track:2h4WI9nBKyfhbIqTjwyePO,Reckoning,Gadabout Season,Brandee Younger,2025-06-13,125722,1.0,False,"harp, jazz, instrumental, funk, classical, usa, jazz fusion, contemporary jazz, american",Impulse!,0.201,0.492,11.0,-15.479,0.0,0.0591,0.539,0.485,0.0703,0.16,68.711,,df_nmf,Brandee Younger,1.0,53.331628646988996,[''],1.0,11.090988809086355,30.223092767030373,brandee_younger_gadabout_season
spotify:track:7i7WVSyVQnaaP58aUmnQiP,End Means (feat. Shabaka),Gadabout Season,"Brandee Younger,Shabaka",2025-06-13,252271,1.0,False,"harp, jazz, instrumental, funk, classical, usa, jazz fusion, contemporary jazz, american",Impulse!,0.464,0.344,4.0,-15.957,0.0,0.0333,0.939,0.851,0.126,0.334,95.836,,df_nmf,Brandee Younger,1.0,53.331628646988996,['Shabaka'],1.0,31.458994488057456,41.86847128385877,brandee_younger_gadabout_season
spotify:track:5Z4YeqJLy2Ik0NYr0xlfh7,Gadabout Season,Gadabout Season,Brandee Younger,2025-06-13,285567,1.0,False,"harp, jazz, instrumental, funk, classical, usa, jazz fusion, contemporary jazz, american",Impulse!,0.753,0.43,7.0,-14.774,1.0,0.092,0.543,0.489,0.0897,0.759,97.995,,df_nmf,Brandee Younger,1.0,53.331628646988996,[''],1.0,59.47482044429598,43.37495671937286,brandee_younger_gadabout_season
spotify:track:1GBhD4Zt8NDlymcw8C6A2K,Breaking Point,Gadabout Season,Brandee Younger,2025-06-13,163663,1.0,False,"harp, jazz, instrumental, funk, classical, usa, jazz fusion, contemporary jazz, american",Impulse!,0.371,0.722,10.0,-14.634,0.0,0.0409,0.565,0.894,0.234,0.433,122.291,,df_nmf,Brandee Younger,1.0,53.331628646988996,[''],1.0,36.171705361616844,54.2420430231629,brandee_younger_gadabout_season
spotify:track:7Fj1yiZVopogQuDxaz9xHM,Reflection Eternal,Gadabout Season,Brandee Younger,2025-06-13,138330,1.0,False,"harp, jazz, instrumental, funk, classical, usa, jazz fusion, contemporary jazz, american",Impulse!,0.36,0.105,3.0,-25.207,1.0,0.0447,0.99,0.928,0.0874,0.0377,107.057,,df_nmf,Brandee Younger,1.0,53.331628646988996,[''],1.0,13.31505762485385,42.62962436854675,brandee_younger_gadabout_season
spotify:track:7ee080RYC16iycYfkO8O8C,New Pinnacle,Gadabout Season,Brandee Younger,2025-06-13,289522,1.0,False,"harp, jazz, instrumental, funk, classical, usa, jazz fusion, contemporary jazz, american",Impulse!,0.366,0.2,7.0,-21.071,0.0,0.0304,0.903,0.819,0.0956,0.353,136.305,,df_nmf,Brandee Younger,1.0,53.331628646988996,[''],1.0,26.93644563220311,57.34246739526089,brandee_younger_gadabout_season
spotify:track:5W3Mqnp795fcSZXQEGjGvI,Surrender (feat. Courtney Bryan),Gadabout Season,"Brandee Younger,Courtney Bryan",2025-06-13,326591,1.0,False,"harp, jazz, instrumental, funk, classical, usa, jazz fusion, contemporary jazz, american",Impulse!,0.39,0.294,6.0,-16.81,1.0,0.0297,0.933,0.816,0.0947,0.235,110.337,,df_nmf,Brandee Younger,1.0,53.331628646988996,['Courtney Bryan'],1.0,23.013320527810258,47.84431403535251,brandee_younger_gadabout_season
spotify:track:5TnePvtynwyVXjQYbKCsyR,BBL,Gadabout Season,Brandee Younger,2025-06-13,295821,1.0,False,"harp, jazz, instrumental, funk, classical, usa, jazz fusion, contemporary jazz, american",Impulse!,0.587,0.307,1.0,-15.944,1.0,0.047,0.891,0.898,0.0744,0.661,94.957,,df_nmf,Brandee Younger,1.0,53.331628646988996,[''],1.0,47.9286788040755,41.4716345428234,brandee_younger_gadabout_season
spotify:track:2tEsehetWzEhi1DMftgNGW,Unswept Corners (feat. Niia),Gadabout Season,"Brandee Younger,Niia",2025-06-13,274186,1.0,False,"harp, jazz, instrumental, funk, classical, usa, jazz fusion, contemporary jazz, american",Impulse!,0.256,0.233,5.0,-18.885,0.0,0.0288,0.892,0.916,0.111,0.125,147.997,,df_nmf,Brandee Younger,1.0,53.331628646988996,['Niia'],1.0,13.600300651411395,63.455862638387046,brandee_younger_gadabout_season
spotify:track:4iV5wHX3Fb6TtFoTTJY028,Discernment (feat. Josh Johnson),Gadabout Season,"Brandee Younger,Josh Johnson",2025-06-13,411157,1.0,False,"harp, jazz, instrumental, funk, classical, usa, jazz fusion, contemporary jazz, american",Impulse!,0.368,0.375,4.0,-16.581,0.0,0.0388,0.81,0.807,0.058,0.273,113.859,,df_nmf,Brandee Younger,1.0,53.331628646988996,['Josh Johnson'],1.0,22.157591448137634,49.52834326198318,brandee_younger_gadabout_season
spotify:track:5H59fZP5AI0cj3elzXRWfJ,Acknowledgement Is Key - feat. Hak Baker,All The Quiet (Part II),"Joe Armon-Jones,Hak Baker",2025-06-13,425733,1.0,True,"jazz, contemporary jazz, british, jazz fusion, nu jazz, indie, uk, funk, jazz-funk, london",Aquarii Records,0.633,0.557,11.0,-9.503,0.0,0.0655,0.577,0.633,0.668,0.615,98.735,,df_nmf,Joe Armon-Jones,1.0,69.00557045504985,['Hak Baker'],1.0,72.46784700183731,46.07239184282252,joe_armon-jones_all_the_quiet_(part_ii)
spotify:track:5DOz1HWPcz40fW1XzLbYMg,Lavender,All The Quiet (Part II),Joe Armon-Jones,2025-06-13,284216,1.0,False,"jazz, contemporary jazz, british, jazz fusion, nu jazz, indie, uk, funk, jazz-funk, london",Aquarii Records,0.442,0.66,8.0,-8.135,1.0,0.0457,0.568,0.735,0.133,0.411,77.382,,df_nmf,Joe Armon-Jones,1.0,69.00557045504985,[''],1.0,34.0220477701687,37.33495210277263,joe_armon-jones_all_the_quiet_(part_ii)
spotify:track:4TsigFzKgQdtj7F2AbO00Z,Westmoreland - feat. Asheber,All The Quiet (Part II),"Joe Armon-Jones,Asheber",2025-06-13,367280,1.0,False,"jazz, contemporary jazz, british, jazz fusion, nu jazz, indie, uk, funk, jazz-funk, london",Aquarii Records,0.612,0.555,10.0,-9.446,0.0,0.0621,0.477,0.192,0.329,0.716,79.497,,df_nmf,Joe Armon-Jones,1.0,69.00557045504985,['Asheber'],1.0,61.760898613662924,37.64213801859069,joe_armon-jones_all_the_quiet_(part_ii)
spotify:track:3IqBB0JLKcgWF8wK92Meps,PSR Orchestra,All The Quiet (Part II),Joe Armon-Jones,2025-06-13,226120,1.0,False,"jazz, contemporary jazz, british, jazz fusion, nu jazz, indie, uk, funk, jazz-funk, london",Aquarii Records,0.0803,0.265,4.0,-11.838,0.0,0.0358,0.961,0.925,0.15,0.0737,60.018,,df_nmf,Joe Armon-Jones,1.0,69.00557045504985,[''],1.0,5.828461666945048,27.903157932118226,joe_armon-jones_all_the_quiet_(part_ii)
